,name,coords,elevation,vegetation
58,p3rdt39lv,"(-121.79075289611254, 37.727967551045566)",199.06784057617188,0.0
59,p3rlv72,"(-121.79044055652699, 37.728333871429506)",203.34075927734375,0.0
60,p3rdt40lv,"(-121.77778963660559, 37.73259594879827)",172.00506591796875,0.0
61,p3rlv75,"(-121.77775360983655, 37.732264934894005)",171.5262451171875,0.0
62,p3rlv76,"(-121.777415828749, 37.732793186316236)",171.56118774414062,0.0
63,p3rlv77,"(-121.77819124876676, 37.73280405994123)",171.82435607910156,0.0
64,p3rdt42lv,"(-121.7732108066663, 37.736369799873614)",170.73428344726562,0.0
65,p3rlv79,"(-121.77316791383225, 37.73576832997601)",170.31991577148438,0.0
66,p3rlv273,"(-121.77314809005897, 37.736281852184575)",170.60655212402344,0.0
67,p3rlv274,"(-121.77315151067475, 37.73607459381653)",170.48121643066406,0.0
68,p3rdt65lv,"(-121.76215309065904, 37.74146127324092)",169.65304565429688,0.0
69,p3rlv112,"(-121.76220312534478, 37.741475919763424)",169.65304565429688,0.0
70,p3rdt66lv,"(-121.76327304053419, 37.74024057256283)",168.95054626464844,0.0
71,p3rlv113,"(-121.76223236540889, 37.74026853167941)",168.756591796875,0.0
72,p3rdm120,"(-121.76323746413215, 37.740486421945064)",169.08499145507812,0.0
73,p3rlv151,"(-121.76249125280124, 37.74039742903661)",168.9104461669922,0.0
74,p3rdm121,"(-121.76326826865713, 37.740081125617685)",168.81204223632812,0.0
75,p3rlv158,"(-121.76267806042027, 37.740083943560464)",168.8040008544922,0.0
76,p3rdt67lv,"(-121.76988403001198, 37.73903212975346)",171.173828125,0.0
77,p3rlv114,"(-121.76883247274785, 37.7389739015427)",170.3789520263672,0.0
78,p3rlv124,"(-121.76876662463447, 37.739075187113535)",170.547119140625,0.0
79,p3rlv142,"(-121.76930098496535, 37.73901767880299)",170.64906311035156,0.0
80,p3rdt68lv,"(-121.76329669258168, 37.74133703135073)",169.7052764892578,0.0
81,p3rlv128,"(-121.76276008523259, 37.741292515312146)",169.72943115234375,0.0
82,p3rdm125,"(-121.76330146452526, 37.74149647826395)",169.780029296875,0.0
83,p3rlv115,"(-121.76275693502208, 37.74148175030572)",169.77264404296875,0.0
84,p3rdt69lv,"(-121.76329194346067, 37.743455944148536)",171.09487915039062,0.0
85,p3rlv116,"(-121.76253071853652, 37.743480208700625)",170.85633850097656,0.0
86,p3rlv152,"(-121.76311140568437, 37.7433691386165)",171.32952880859375,0.0
87,p3rdm128,"(-121.76333431254245, 37.743614822426956)",171.3115997314453,0.0
88,p3rlv120,"(-121.76232510764304, 37.74355916444548)",170.8644256591797,0.0
89,p3rdm129,"(-121.76332881286791, 37.74326326698144)",170.97471618652344,0.0
90,p3rlv147,"(-121.76268094037381, 37.743319556229636)",170.8434295654297,0.0
91,p3rdt70lv,"(-121.76329119295333, 37.74098547577654)",169.45693969726562,0.0
92,p3rlv117,"(-121.76250404503064, 37.74099240589596)",169.56369018554688,0.0
93,p3rlv129,"(-121.76384393926458, 37.74095239065498)",170.06434631347656,0.0
94,p3rdm133,"(-121.76329046524758, 37.74079336711354)",169.2695770263672,0.0
95,p3rlv155,"(-121.76385753478864, 37.74081734175372)",169.7585906982422,0.0
96,p3rdt71lv,"(-121.7645482256858, 37.74391531385213)",171.98252868652344,0.0
97,p3rlv118,"(-121.76461717844072, 37.74427719581548)",172.45933532714844,0.0
98,p3rlv123,"(-121.76454909091207, 37.74427648207261)",172.45933532714844,0.0
99,p3rlv143,"(-121.76424299675409, 37.7442552473615)",172.35452270507812,0.0
100,p3rlv146,"(-121.76458386550729, 37.74446894755211)",172.6031036376953,0.0
101,p3rlv149,"(-121.76475709807903, 37.74405334336558)",172.1741180419922,0.0
102,p3rdm136,"(-121.76451133965686, 37.74381643542776)",171.98992919921875,0.0
103,p3rlv130,"(-121.76453523381963, 37.74374458381087)",172.00770568847656,0.0
104,p3rdt72lv,"(-121.7644924454876, 37.739727274574804)",169.2744903564453,0.0
105,p3rlv119,"(-121.76412291058514, 37.73987378426068)",169.16734313964844,0.0
106,p3rlv136,"(-121.76484347774277, 37.739538852853045)",169.15313720703125,0.0
107,p3rdt73lv,"(-121.76324819344251, 37.739005562616676)",168.09451293945312,0.0
108,p3rlv121,"(-121.76256004619522, 37.73899215966127)",168.05538940429688,0.0
109,p3rdm143,"(-121.76330396523878, 37.74202825763311)",170.1497802734375,0.0
110,p3rlv122,"(-121.76280437209014, 37.74204103968525)",170.27581787109375,0.0
111,p3rdt74lv,"(-121.76332249644096, 37.742353233130785)",170.35198974609375,0.0
112,p3rdm144,"(-121.76328180829427, 37.74259587432985)",170.59103393554688,0.0
113,p3rlv138,"(-121.76386310053117, 37.74252982557469)",170.98548889160156,0.0
114,p3rdm145,"(-121.76332631218138, 37.74273148771806)",170.62709045410156,0.0
115,p3rlv150,"(-121.76358775859205, 37.74270719255894)",170.96621704101562,0.0
116,p3rdt75lv,"(-121.76438464590876, 37.74165517288839)",170.6011962890625,0.0
117,p3rlv125,"(-121.7644378989582, 37.74165667068535)",170.6011962890625,0.0
118,p3rdt76lv,"(-121.76481043342747, 37.74060819307245)",170.14646911621094,0.0
119,p3rlv126,"(-121.76506634758923, 37.740469503538264)",169.97799682617188,0.0
120,p3rlv132,"(-121.76451598311965, 37.74080622055447)",170.2610321044922,0.0
121,p3rlv137,"(-121.7648596994298, 37.74061154233045)",170.18458557128906,0.0
122,p3rdt77lv,"(-121.76332685960281, 37.742562723380004)",170.48631286621094,0.0
123,p3rlv133,"(-121.76269369267078, 37.74255360528761)",170.6219940185547,0.0
124,p3rdm150,"(-121.76328465739131, 37.742424661715376)",170.42527770996094,0.0
125,p3rlv127,"(-121.76299113140632, 37.74241252338588)",170.5703582763672,0.0
126,p3rdm152,"(-121.76332331319907, 37.74291171151605)",170.7796630859375,0.0
127,p3rlv156,"(-121.76309560917264, 37.74295438574648)",171.10362243652344,0.0
128,p3rdt78lv,"(-121.76142573811175, 37.73782944325681)",166.98968505859375,0.0
129,p3rlv131,"(-121.76133462483926, 37.738294316748316)",167.17930603027344,0.0
130,p3rdt79lv,"(-121.76326754095432, 37.73988901692688)",168.68006896972656,0.0
131,p3rlv134,"(-121.76365572488992, 37.73998605030505)",169.28680419921875,0.0
132,p3rdt80lv,"(-121.76334325261038, 37.74170426902499)",169.98138427734375,0.0
133,p3rlv135,"(-121.76368473099772, 37.741653716400705)",170.3648681640625,0.0
134,p3rdt81lv,"(-121.77096204170758, 37.735787579213735)",169.1998291015625,0.0
135,p3rlv139,"(-121.7708841077609, 37.73593380393127)",169.44749450683594,0.0
136,p3rlv235,"(-121.77076167850703, 37.735788322639664)",169.11253356933594,0.0
137,p3rlv241,"(-121.7712052406806, 37.73572985847031)",169.2537841796875,0.0
138,p3rlv245,"(-121.77123779109688, 37.73582032563184)",169.46990966796875,0.0
139,p3rdt82lv,"(-121.76498393088008, 37.742537682784416)",171.4507293701172,0.0
140,p3rlv144,"(-121.76503447316429, 37.742524177749786)",171.4646453857422,0.0
141,p3rdt83lv,"(-121.76327530218786, 37.74041499333606)",169.0438232421875,0.0
142,p3rlv148,"(-121.76371661388728, 37.74041930186781)",169.85789489746094,0.0
143,p3rdt84lv,"(-121.76519939618544, 37.74254772311408)",171.60775756835938,0.0
144,p3rlv154,"(-121.76524943223323, 37.742562368363856)",171.60775756835938,0.0
145,p3rdt85lv,"(-121.76325369298198, 37.739357118302344)",168.34799194335938,0.0
146,p3rlv157,"(-121.76264079617226, 37.7393596980137)",168.362060546875,0.0
147,p3rdt104lv,"(-121.77771024869448, 37.75239284780638)",190.0584716796875,0.0
148,p3rlv185,"(-121.77768115217937, 37.75254293002141)",190.63424682617188,0.0
149,p3rdt105lv,"(-121.77375211687306, 37.75290703676511)",193.37896728515625,0.0
150,p3rlv186,"(-121.77336234575222, 37.75286757789765)",192.52749633789062,0.0
151,p3rdt106lv,"(-121.77468276629058, 37.75309478802613)",193.2264404296875,0.0
152,p3rlv190,"(-121.77456046366802, 37.753177464038096)",193.764892578125,0.0
153,p3rdm193,"(-121.77472951454796, 37.75325132391734)",193.4434356689453,0.0
154,p3rlv187,"(-121.77469353439368, 37.75336811566101)",194.2211151123047,0.0
155,p3rlv188,"(-121.77478596399403, 37.75326993634914)",193.4434356689453,0.0
156,p3rdm196,"(-121.77463197817607, 37.752970914251485)",192.94869995117188,0.0
157,p3rlv192,"(-121.77451549957274, 37.75291279353764)",193.18370056152344,0.0
158,p3rdt107lv,"(-121.77313302333376, 37.752335756138)",191.0200958251953,0.0
159,p3rlv189,"(-121.77315656235263, 37.75271839866734)",192.03857421875,0.0
160,p3rdt108lv,"(-121.77408506642088, 37.75423319183625)",197.34226989746094,0.0
161,p3rlv199,"(-121.77417002606488, 37.75413776825907)",197.05593872070312,0.0
162,p3rlv202,"(-121.7739851627935, 37.754334125743846)",197.87974548339844,0.0
163,p3rdm198,"(-121.77383024010278, 37.75340419996177)",194.25408935546875,0.0
164,p3rlv191,"(-121.77403363625378, 37.75346039268232)",194.85617065429688,0.0
165,p3rdm201,"(-121.77426637261432, 37.754490267922506)",198.14100646972656,0.0
166,p3rlv208,"(-121.77466449776348, 37.754440331805775)",196.94158935546875,0.0
167,p3rdt109lv,"(-121.77900705162888, 37.75821088031452)",200.25389099121094,0.0
168,p3rlv194,"(-121.7785565203996, 37.758223864065734)",200.7443084716797,0.0
169,p3rlv201,"(-121.7783142900955, 37.758218520066336)",200.79969787597656,0.0
170,p3rdm202,"(-121.77905589855352, 37.75799187471838)",199.69053649902344,0.0
171,p3rlv193,"(-121.77820493935805, 37.75796502922138)",200.52239990234375,0.0
172,p3rdt110lv,"(-121.77760702076245, 37.76277605902888)",223.7683563232422,0.0
173,p3rlv195,"(-121.77728618768752, 37.762056300992846)",222.58993530273438,0.0
174,p3rdt111lv,"(-121.7744572719633, 37.75506623681445)",199.5530548095703,0.0
175,p3rlv196,"(-121.7747227852542, 37.755035779744645)",198.6951141357422,0.0
176,p3rdt112lv,"(-121.78051360226767, 37.76071362826571)",207.49143981933594,0.0
177,p3rlv197,"(-121.7800061575311, 37.76095789971503)",206.6064453125,0.0
178,p3rlv198,"(-121.78089785978932, 37.76057958011334)",208.4877471923828,0.0
179,p3rdt114lv,"(-121.78034763620414, 37.76045054075685)",206.81959533691406,0.0
180,p3rlv203,"(-121.78092647711637, 37.760219366071986)",208.06716918945312,0.0
181,p3rdm211,"(-121.78023247333782, 37.76031132450297)",206.5223846435547,0.0
182,p3rlv204,"(-121.78062105125073, 37.760153116631095)",206.92257690429688,0.0
183,p3rdm212,"(-121.78012089304531, 37.76019300366224)",206.10638427734375,0.0
184,p3rlv206,"(-121.78125434402912, 37.75960989030864)",212.14076232910156,0.0
185,p3rdt115lv,"(-121.77675580302136, 37.76162436419585)",219.15145874023438,0.0
186,p3rlv205,"(-121.7766690245651, 37.76161728350032)",219.15145874023438,0.0
187,p3rlv207,"(-121.77684974405985, 37.761673236029964)",219.14524841308594,0.0
188,p3rdt117lv,"(-121.78013331144096, 37.72302726261315)",161.4073028564453,0.0
189,p3rlv211,"(-121.77994851059205, 37.72298646582945)",161.7946014404297,0.0
190,p3rdt118lv,"(-121.78022130639735, 37.72341005799743)",161.60694885253906,0.0
191,p3rlv212,"(-121.78020234527136, 37.72342170754144)",161.60694885253906,0.0
192,p3rdt119lv,"(-121.78090889017602, 37.722782927740035)",161.7550811767578,0.0
193,p3rlv214,"(-121.78090516161042, 37.72277104342005)",161.63705444335938,0.0
194,p3rdm219,"(-121.7807554644552, 37.7229046872392)",161.74102783203125,0.0
195,p3rlv213,"(-121.78072024839405, 37.72297642543559)",161.61187744140625,0.0
196,p3rdm221,"(-121.78131741036287, 37.722540973244506)",162.12625122070312,0.0
197,p3rlv217,"(-121.78126127765151, 37.722504341659494)",162.0885467529297,0.0
198,p3rdt120lv,"(-121.78009141350003, 37.722336189769415)",160.9066925048828,0.0
199,p3rlv215,"(-121.78001528597807, 37.72237428607707)",160.9066925048828,0.0
200,p3rdt121lv,"(-121.7800837274269, 37.72280477620496)",161.221923828125,0.0
201,p3rlv216,"(-121.77992729942207, 37.722896118218536)",161.22801208496094,0.0
202,p3rdt128lv,"(-121.7932456785664, 37.736098956596244)",231.42013549804688,0.0
203,p3rlv230,"(-121.79332136795306, 37.73611441022724)",230.55307006835938,0.0
204,p3rlv231,"(-121.79302115699069, 37.736189618505115)",228.96514892578125,0.0
205,p3rlv232,"(-121.79339750315404, 37.73607630553625)",232.0576934814453,0.0
206,p3rdt129lv,"(-121.76996023614186, 37.72890603974818)",164.8648223876953,0.0
207,p3rlv233,"(-121.76981961646528, 37.72893779041818)",164.91632080078125,0.0
208,p3rdt130lv,"(-121.76853395223823, 37.73439825425345)",167.48179626464844,0.0
209,p3rlv234,"(-121.7685872002279, 37.73439975008752)",167.48179626464844,0.0
210,p3rdm241,"(-121.76994141036857, 37.73460810338044)",167.9185791015625,0.0
211,p3rlv236,"(-121.76918164471418, 37.734573133413804)",167.51504516601562,0.0
212,p3rdt131lv,"(-121.76994081417871, 37.734406983029864)",167.84910583496094,0.0
213,p3rdm242,"(-121.76994737443015, 37.734247654370996)",167.7880096435547,0.0
214,p3rlv244,"(-121.76886857006171, 37.734290467433446)",167.26068115234375,0.0
215,p3rdt132lv,"(-121.76995366006743, 37.72814323087654)",164.31802368164062,0.0
216,p3rlv237,"(-121.76885270101478, 37.728158774892904)",164.0176544189453,0.0
217,p3rdt133lv,"(-121.77190144394551, 37.73641590632067)",170.3328399658203,0.0
218,p3rlv238,"(-121.77185604544931, 37.73594110280105)",169.7347869873047,0.0
219,p3rdt134lv,"(-121.76854696178802, 37.72859386081531)",164.27725219726562,0.0
220,p3rlv239,"(-121.76836573631118, 37.728336776273835)",164.03916931152344,0.0
221,p3rlv243,"(-121.76873446779818, 37.728683114599754)",164.44642639160156,0.0
222,p3rlv246,"(-121.76852980001553, 37.728708014820704)",164.33168029785156,0.0
223,p3rdt135lv,"(-121.7708924541414, 37.73566634050978)",169.04623413085938,0.0
224,p3rlv240,"(-121.77178883285367, 37.73543851961627)",169.36001586914062,0.0
225,p3rdt136lv,"(-121.76995606151154, 37.72868402334372)",164.66668701171875,0.0
226,p3rlv242,"(-121.76891629514567, 37.72866698825659)",164.3463897705078,0.0
227,p3rdt152lv,"(-121.77276813464798, 37.736374204155865)",170.5614471435547,0.0
228,p3rlv275,"(-121.77272527681771, 37.736220540614035)",170.5325469970703,0.0
229,p3rdt153lv,"(-121.75029928056797, 37.74957277109831)",188.6952667236328,0.0
230,p3rlv276,"(-121.7503836349413, 37.74904809359406)",187.23800659179688,0.0
231,p3rlv277,"(-121.75076357824604, 37.74940361876931)",188.3476104736328,0.0
232,p3rlv316,"(-121.74988360258199, 37.749991961176526)",189.26239013671875,0.0
233,p3rlv317,"(-121.75017752162873, 37.749830016433464)",189.11679077148438,0.0
234,p3rlv325,"(-121.75029691978614, 37.74947978571009)",188.6708221435547,0.0
235,p3rdt154lv,"(-121.7505953848159, 37.745747780343095)",180.60508728027344,0.0
236,p3rlv278,"(-121.75064593174186, 37.74573428157218)",180.58267211914062,0.0
237,p3rdt155lv,"(-121.7484026607169, 37.758394135418655)",225.90391540527344,0.0
238,p3rlv279,"(-121.74838925603653, 37.758283007382296)",225.49136352539062,0.0
239,p3rlv280,"(-121.74840891917407, 37.75846347078784)",226.29920959472656,0.0
240,p3rdt156lv,"(-121.74817960089351, 37.757692120089374)",223.42449951171875,0.0
241,p3rlv281,"(-121.74834116148988, 37.75776877102844)",222.20777893066406,0.0
242,p3rlv285,"(-121.74802533848958, 37.7576482505075)",223.29637145996094,0.0
243,p3rdt157lv,"(-121.74806755064427, 37.756257905710044)",219.5169677734375,0.0
244,p3rlv282,"(-121.74883963259978, 37.75624808034903)",213.70761108398438,0.0
245,p3rlv284,"(-121.74784078813256, 37.75647463480842)",222.28128051757812,0.0
246,p3rlv286,"(-121.74756730323264, 37.75609602670702)",220.9768829345703,0.0
247,p3rlv287,"(-121.7480482723467, 37.75628757201307)",221.3353729248047,0.0
248,p3rdt158lv,"(-121.7483765334578, 37.75947873201252)",232.9884033203125,0.0
249,p3rlv288,"(-121.74849076112538, 37.7589960909427)",228.18670654296875,0.0
250,p3rdm289,"(-121.74817580344902, 37.75949745811972)",234.59689331054688,6.0
251,p3rlv283,"(-121.7480741075401, 37.75946933953895)",234.97625732421875,6.0
252,p3rdm295,"(-121.78762494697324, 37.723309015483785)",174.0093231201172,0.0
253,p3rlv293,"(-121.7873184899337, 37.723314875918035)",173.1732635498047,0.0
254,p3rlv310,"(-121.78656973201564, 37.72330717044808)",170.8032989501953,0.0
255,p3rdt161lv,"(-121.78766994629056, 37.7234718063122)",174.4312744140625,0.0
256,p3rdm296,"(-121.78761907092552, 37.72366946754066)",175.01129150390625,0.0
257,p3rlv307,"(-121.78691583582321, 37.72365321964128)",172.69163513183594,0.0
258,p3rdm294,"(-121.78762777156906, 37.723831787644436)",175.75372314453125,0.0
259,p3rlv292,"(-121.78717500435096, 37.72376404027041)",173.48699951171875,0.0
260,p3rdt162lv,"(-121.78868842239892, 37.72572635413362)",183.2003173828125,4.0
261,p3rlv313,"(-121.7887432252703, 37.72570890704515)",183.923828125,6.0
262,p3rdm298,"(-121.78835465940189, 37.72518217053324)",181.29571533203125,0.0
263,p3rlv294,"(-121.7882410614873, 37.72519001559262)",181.33151245117188,0.0
264,p3rdm299,"(-121.78904000719325, 37.72629778902983)",186.4364013671875,0.0
265,p3rlv312,"(-121.78923434419076, 37.72620965729261)",186.46966552734375,0.0
266,p3rdt163lv,"(-121.78611822074663, 37.72222716404953)",169.29275512695312,0.0
267,p3rlv295,"(-121.78618665567998, 37.72314099576157)",169.86061096191406,0.0
268,p3rdm302,"(-121.78591759933474, 37.72224595647503)",169.21664428710938,0.0
269,p3rlv299,"(-121.78589492760003, 37.722939709501496)",169.5895233154297,0.0
270,p3rlv304,"(-121.78592203022556, 37.722669604294815)",169.10809326171875,0.0
271,p3rdm303,"(-121.78631466213128, 37.722250045400436)",169.387451171875,0.0
272,p3rlv300,"(-121.7862756811174, 37.72279324574531)",169.5048828125,0.0
273,p3rdt164lv,"(-121.78924340401063, 37.726591121301226)",187.898193359375,0.0
274,p3rlv296,"(-121.78937699147554, 37.72650854517289)",187.6807861328125,0.0
275,p3rlv298,"(-121.78928622895855, 37.72650761294779)",187.42672729492188,0.0
276,p3rdt165lv,"(-121.7930448011753, 37.7207419636207)",166.20367431640625,0.0
277,p3rlv297,"(-121.79292513770312, 37.7204342437366)",162.8584747314453,0.0
278,p3rdt166lv,"(-121.78814891381676, 37.7222480584524)",172.91940307617188,0.0
279,p3rlv301,"(-121.78815102838394, 37.722359066918756)",173.56773376464844,0.0
280,p3rlv305,"(-121.78817336506853, 37.72214015604897)",172.6363067626953,0.0
281,p3rdm310,"(-121.78793694810513, 37.72226673769161)",172.4432373046875,0.0
282,p3rlv306,"(-121.78799704894108, 37.722060060926296)",172.00828552246094,0.0
283,p3rdt167lv,"(-121.79344531283681, 37.720559054042624)",164.96075439453125,0.0
284,p3rlv302,"(-121.79328976682302, 37.72033883593061)",162.47023010253906,0.0
285,p3rdt168lv,"(-121.788950955095, 37.72386058216231)",183.8644561767578,7.0
286,p3rlv303,"(-121.78873869140186, 37.72389728537225)",183.8118896484375,0.0
287,p3rlv311,"(-121.7891703850401, 37.72386566933887)",183.8474884033203,0.0
288,p3rdt169lv,"(-121.78835311770524, 37.72225015763055)",173.18617248535156,0.0
289,p3rlv308,"(-121.78838570243515, 37.72188380009817)",172.51803588867188,0.0
290,p3rdt170lv,"(-121.79264762840826, 37.72089104020892)",166.49127197265625,0.0
291,p3rlv309,"(-121.79248907636362, 37.720736213572586)",164.22055053710938,0.0
292,p3rdm316,"(-121.75183853515708, 37.76379031859151)",258.0305480957031,0.0
293,p3rlv314,"(-121.75238110505019, 37.763931255492174)",255.32154846191406,0.0
294,p3rdt171lv,"(-121.751742487954, 37.76386758272922)",259.7115783691406,0.0
295,p3rdm317,"(-121.75165358907802, 37.763986639255684)",263.1554260253906,0.0
296,p3rlv315,"(-121.75210308143112, 37.76426178214498)",259.5522155761719,4.0
297,p3rdt178lv,"(-121.75491586300288, 37.739599455159485)",167.95086669921875,0.0
298,p3rlv326,"(-121.75489897924476, 37.73969558422454)",168.0947723388672,0.0
299,p3rlv327,"(-121.7549345788281, 37.73936866798117)",167.69149780273438,0.0
300,p3rlv328,"(-121.7547193870438, 37.73957652089977)",168.0522918701172,0.0
301,p3rlv330,"(-121.75510368128968, 37.73967070833713)",167.82431030273438,0.0
302,p3rdt179lv,"(-121.755371474714, 37.73978557894649)",167.8006134033203,0.0
303,p3rlv329,"(-121.75532962653168, 37.739759348378875)",167.86766052246094,0.0
304,p3rdt313lv,"(-121.77833640474405, 37.79553657512514)",534.087158203125,4.0
305,p3rlv619,"(-121.77764429969214, 37.796155145556355)",574.088623046875,7.0
306,p3rdt314lv,"(-121.78290522908593, 37.79279663683327)",529.8971557617188,0.0
307,p3rlv620,"(-121.78294677081216, 37.792794233102136)",529.8971557617188,0.0
308,p3rdm673,"(-121.78947376006106, 37.792311709153225)",473.6740417480469,0.0
309,p3rlv664,"(-121.78957119604033, 37.79236395370786)",473.4557800292969,0.0
310,p3rdt347lv,"(-121.78960805563757, 37.79219309088376)",473.0943298339844,0.0
311,p3rdm674,"(-121.78979332745652, 37.792215852697886)",472.83203125,0.0
312,p3rlv665,"(-121.78981706715791, 37.79215300758153)",472.8627624511719,0.0
313,p3rdt434lv,"(-121.77956951541938, 37.76449255526272)",238.3069305419922,0.0
314,p3rlv803,"(-121.77949171468771, 37.76462977353578)",238.86392211914062,0.0
315,p3rlv805,"(-121.77964150021928, 37.76449613374657)",237.82717895507812,0.0
316,p3rlv808,"(-121.7793466685579, 37.76447505438073)",238.43475341796875,0.0
317,p3rlv809,"(-121.77981221053626, 37.76447086339471)",235.7268829345703,11.0
318,p3rdt435lv,"(-121.77245430631349, 37.764550862293774)",260.23431396484375,7.0
319,p3rlv804,"(-121.77294813516173, 37.764886271625244)",263.18768310546875,13.0
320,p3rlv807,"(-121.77266882557049, 37.76461298048722)",261.79559326171875,9.0
321,p3rdt436lv,"(-121.78151181730408, 37.77044870703093)",259.13922119140625,9.0
322,p3rlv806,"(-121.78153167777059, 37.7703829903168)",259.13922119140625,9.0
323,p3rdt437lv,"(-121.78196585814158, 37.769285092321645)",241.63755798339844,10.0
324,p3rlv810,"(-121.78214891824234, 37.76898621723038)",237.59361267089844,18.0
325,p3rdm832,"(-121.78332972184464, 37.770131188454236)",248.64666748046875,10.0
326,p3rlv811,"(-121.78324878139956, 37.77022048003941)",248.7193145751953,10.0
327,p3rdt438lv,"(-121.78341754460753, 37.77007518590521)",248.59022521972656,10.0
